Time,LAT,LON,SOG,COG,HDG,ROT,Status,Risk,AvoidFlag,Accident,WindSpeed[m/s],WindDir[deg],WaveHeight[m],WaveDir[deg],CurrentDrift[m/s],CurrentSet[deg],CRudCmd[deg],CRudder[deg],CEngCmd,CEngine
2026-07-23T00:04:40.000Z,35.054845,129.110362,11.3,68.4,70.3,0.06,auto,0.11,0,0,6.3,201.5,0.8,217.9,0.50,31.6,8.9,10.0,90,88
2026-07-23T00:04:50.000Z,35.055037,129.110955,11.3,69.1,70.9,0.06,auto,0.11,0,0,6.3,201.5,0.9,217.9,0.50,31.6,8.7,9.8,90,87
2026-07-23T00:05:00.000Z,35.055223,129.111549,11.2,69.7,71.5,0.06,auto,0.11,0,0,6.3,201.6,0.9,217.9,0.50,31.7,8.5,9.7,90,87
2026-07-23T00:05:10.000Z,35.055403,129.112145,11.2,70.4,72.1,0.06,auto,0.11,0,0,6.3,201.6,0.9,217.9,0.50,31.7,8.3,9.5,90,87
2026-07-23T00:05:20.000Z,35.055577,129.112742,11.2,71.0,72.7,0.06,auto,0.11,0,0,6.3,201.7,0.9,217.9,0.50,31.8,8.0,9.3,90,87
2026-07-23T00:05:30.000Z,35.055745,129.113340,11.2,71.6,73.2,0.05,auto,0.11,0,0,6.3,201.7,0.9,217.9,0.50,31.8,7.8,9.1,89,87
2026-07-23T00:05:40.000Z,35.055908,129.113939,11.2,72.2,73.8,0.05,auto,0.11,0,0,6.3,201.8,0.9,217.9,0.50,31.9,7.6,8.9,89,87
2026-07-23T00:05:50.000Z,35.056066,129.114539,11.1,72.8,74.3,0.05,auto,0.12,0,0,6.3,201.8,0.9,217.9,0.50,32.0,7.3,8.6,89,86
2026-07-23T00:06:00.000Z,35.056218,129.115140,11.1,73.3,74.8,0.05,auto,0.12,0,0,6.4,201.9,0.9,217.9,0.50,32.0,7.1,8.4,89,86
2026-07-23T00:06:10.000Z,35.056366,129.115741,11.1,73.8,75.3,0.05,auto,0.12,0,0,6.4,201.9,0.9,217.9,0.50,32.1,6.8,8.2,89,86
2026-07-23T00:06:20.000Z,35.056509,129.116343,11.1,74.4,75.7,0.04,auto,0.12,0,0,6.4,202.0,0.9,217.8,0.50,32.1,6.5,8.0,89,86
2026-07-23T00:06:30.000Z,35.056647,129.116945,11.1,74.8,76.1,0.04,auto,0.12,0,0,6.4,202.0,0.9,217.8,0.50,32.2,6.3,7.7,88,86
2026-07-23T00:06:40.000Z,35.056780,129.117548,11.0,75.3,76.6,0.04,auto,0.12,0,0,6.4,202.1,0.9,217.8,0.50,32.2,6.0,7.5,88,86
2026-07-23T00:06:50.000Z,35.056910,129.118150,11.0,75.8,77.0,0.04,auto,0.12,0,0,6.4,202.1,0.9,217.8,0.50,32.3,5.7,7.2,88,85
2026-07-23T00:07:00.000Z,35.057035,129.118753,11.0,76.2,77.3,0.03,auto,0.12,0,0,6.4,202.2,0.9,217.8,0.50,32.3,5.4,7.0,88,85
2026-07-23T00:07:10.000Z,35.057156,129.119356,11.0,76.6,77.7,0.03,auto,0.12,0,0,6.4,202.2,0.9,217.8,0.50,32.4,5.2,6.7,88,85
2026-07-23T00:07:20.000Z,35.057274,129.119959,11.0,77.0,78.0,0.03,auto,0.12,0,0,6.4,202.3,0.9,217.8,0.50,32.5,4.9,6.5,88,85
2026-07-23T00:07:30.000Z,35.057388,129.120562,10.9,77.3,78.3,0.03,auto,0.12,0,0,6.4,202.3,0.9,217.8,0.50,32.5,4.6,6.2,88,85
2026-07-23T00:07:40.000Z,35.057499,129.121164,10.9,77.7,78.6,0.03,auto,0.12,0,0,6.4,202.4,0.9,217.8,0.50,32.6,4.3,5.9,87,85
2026-07-23T00:07:50.000Z,35.057606,129.121766,10.9,78.0,78.8,0.02,auto,0.12,0,0,6.5,202.4,0.9,217.8,0.50,32.6,4.0,5.7,87,85
2026-07-23T00:08:00.000Z,35.057711,129.122369,10.9,78.3,79.1,0.02,auto,0.12,0,0,6.5,202.5,0.9,217.7,0.50,32.7,3.7,5.4,87,84
2026-07-23T00:08:10.000Z,35.057813,129.122970,10.9,78.6,79.3,0.02,auto,0.12,0,0,6.5,202.5,0.9,217.7,0.50,32.7,3.4,5.1,87,84
2026-07-23T00:08:20.000Z,35.057913,129.123572,10.9,78.8,79.5,0.02,auto,0.12,0,0,6.5,202.6,0.9,217.7,0.50,32.8,3.1,4.8,87,84
2026-07-23T00:08:30.000Z,35.058010,129.124173,10.8,79.0,79.6,0.01,auto,0.12,0,0,6.5,202.6,0.9,217.7,0.50,32.8,2.8,4.5,87,84
2026-07-23T00:08:40.000Z,35.058106,129.124773,10.8,79.2,79.8,0.01,auto,0.12,0,0,6.5,202.7,0.9,217.7,0.50,32.9,2.5,4.2,87,84
2026-07-23T00:08:50.000Z,35.058199,129.125373,10.8,79.4,79.9,0.01,auto,0.12,0,0,6.5,202.7,0.9,217.7,0.50,33.0,2.2,3.9,86,84
2026-07-23T00:09:00.000Z,35.058291,129.125972,10.8,79.6,80.0,0.01,auto,0.12,0,0,6.5,202.8,0.9,217.7,0.50,33.0,1.9,3.6,86,84
2026-07-23T00:09:10.000Z,35.058381,129.126571,10.8,79.7,80.0,0.00,auto,0.12,0,0,6.5,202.8,0.9,217.7,0.50,33.1,1.6,3.3,86,84
2026-07-23T00:09:20.000Z,35.058470,129.127170,10.8,79.8,80.1,0.00,auto,0.12,0,0,6.5,202.9,0.9,217.7,0.50,33.1,1.3,3.0,86,83
2026-07-23T00:09:30.000Z,35.058558,129.127767,10.7,79.9,80.1,-0.00,auto,0.12,0,0,6.5,202.9,0.9,217.6,0.50,33.2,0.9,2.7,86,83
2026-07-23T00:09:40.000Z,35.058645,129.128364,10.7,80.0,80.1,-0.00,auto,0.12,0,0,6.6,203.0,0.9,217.6,0.50,33.2,0.6,2.4,86,83
2026-07-23T00:09:50.000Z,35.058732,129.128961,10.7,80.0,80.1,-0.01,auto,0.12,0,0,6.6,203.0,0.9,217.6,0.50,33.3,0.3,2.1,86,83
2026-07-23T00:10:00.000Z,35.058818,129.129556,10.7,80.0,80.0,-0.01,auto,0.12,0,0,6.6,203.1,0.9,217.6,0.50,33.3,0.0,1.8,86,83
2026-07-23T00:10:10.000Z,35.058904,129.130151,10.7,80.0,79.9,-0.01,auto,0.13,0,0,6.6,203.1,0.9,217.6,0.50,33.4,-0.3,1.5,86,83
2026-07-23T00:10:20.000Z,35.058989,129.130746,10.7,80.0,79.8,-0.01,auto,0.13,0,0,6.6,203.2,0.9,217.6,0.50,33.4,-0.6,1.2,85,83
2026-07-23T00:10:30.000Z,35.059075,129.131339,10.7,79.9,79.7,-0.01,auto,0.13,0,0,6.6,203.2,0.9,217.6,0.50,33.5,-0.9,0.9,85,83
2026-07-23T00:10:40.000Z,35.059162,129.131932,10.7,79.8,79.5,-0.02,auto,0.13,0,0,6.6,203.3,0.9,217.6,0.50,33.6,-1.3,0.5,85,83
2026-07-23T00:10:50.000Z,35.059249,129.132524,10.6,79.7,79.4,-0.02,auto,0.13,0,0,6.6,203.3,0.9,217.5,0.50,33.6,-1.6,0.2,85,83
2026-07-23T00:11:00.000Z,35.059337,129.133115,10.6,79.6,79.2,-0.02,auto,0.13,0,0,6.6,203.4,0.9,217.5,0.50,33.7,-1.9,-0.1,85,82
2026-07-23T00:11:10.000Z,35.059426,129.133705,10.6,79.4,79.0,-0.02,auto,0.13,0,0,6.6,203.4,0.9,217.5,0.50,33.7,-2.2,-0.4,85,82
2026-07-23T00:11:20.000Z,35.059516,129.134294,10.6,79.2,78.7,-0.03,auto,0.13,0,0,6.6,203.5,0.9,217.5,0.50,33.8,-2.5,-0.7,85,82
2026-07-23T00:11:30.000Z,35.059608,129.134883,10.6,79.0,78.4,-0.03,auto,0.13,0,0,6.7,203.5,0.9,217.5,0.50,33.8,-2.8,-1.0,85,82
2026-07-23T00:11:40.000Z,35.059701,129.135470,10.6,78.8,78.2,-0.03,auto,0.13,0,0,6.7,203.6,0.9,217.5,0.50,33.9,-3.1,-1.3,85,82
2026-07-23T00:11:50.000Z,35.059796,129.136057,10.6,78.6,77.8,-0.03,auto,0.13,0,0,6.7,203.6,0.9,217.5,0.50,33.9,-3.4,-1.7,85,82
2026-07-23T00:12:00.000Z,35.059893,129.136642,10.6,78.3,77.5,-0.04,auto,0.13,0,0,6.7,203.7,0.9,217.4,0.50,34.0,-3.7,-2.0,85,82
2026-07-23T00:12:10.000Z,35.059992,129.137227,10.6,78.0,77.2,-0.04,manual,0.60,1,0,6.7,203.7,0.9,217.4,0.49,34.0,-4.0,-2.3,85,82
2026-07-23T00:12:20.000Z,35.060094,129.137810,10.6,77.7,76.8,-0.04,manual,0.64,1,0,6.7,203.8,0.9,217.4,0.49,34.1,-4.3,-2.6,84,82
2026-07-23T00:12:30.000Z,35.060198,129.138393,10.6,77.3,76.4,-0.04,manual,0.69,1,0,6.7,203.8,0.9,217.4,0.49,34.2,-4.6,-2.9,84,82
2026-07-23T00:12:40.000Z,35.060305,129.138974,10.5,77.0,76.0,-0.04,manual,0.73,1,0,6.7,203.9,0.9,217.4,0.49,34.2,-4.9,-3.2,84,82
2026-07-23T00:12:50.000Z,35.060414,129.139554,10.5,76.6,75.5,-0.05,manual,0.77,1,0,6.7,203.9,0.9,217.4,0.49,34.3,-5.2,-3.5,84,82
2026-07-23T00:13:00.000Z,35.060527,129.140132,10.5,76.2,75.1,-0.05,manual,0.81,1,0,6.7,204.0,0.9,217.3,0.49,34.3,-5.4,-3.8,84,82
2026-07-23T00:13:10.000Z,35.060644,129.140710,10.5,75.8,74.6,-0.05,manual,0.84,1,0,6.7,204.0,0.9,217.3,0.49,34.4,-5.7,-4.1,84,82
2026-07-23T00:13:20.000Z,35.060763,129.141286,10.5,75.3,74.1,-0.05,manual,0.87,1,0,6.8,204.1,0.9,217.3,0.49,34.4,-6.0,-4.4,84,82
2026-07-23T00:13:30.000Z,35.060887,129.141861,10.5,74.8,73.5,-0.05,manual,0.90,1,0,6.8,204.1,0.9,217.3,0.49,34.5,-6.3,-4.7,84,82
2026-07-23T00:13:40.000Z,35.061014,129.142434,10.5,74.4,73.0,-0.06,manual,0.92,1,0,6.8,204.2,0.9,217.3,0.49,34.5,-6.5,-5.0,84,82
2026-07-23T00:13:50.000Z,35.061145,129.143006,10.5,73.8,72.4,-0.06,manual,0.93,1,0,6.8,204.2,0.9,217.3,0.49,34.6,-6.8,-5.2,84,82
2026-07-23T00:14:00.000Z,35.061280,129.143576,10.5,73.3,71.8,-0.06,manual,0.94,1,0,6.8,204.3,0.9,217.2,0.49,34.6,-7.1,-5.5,84,82
2026-07-23T00:14:10.000Z,35.061419,129.144144,10.5,72.8,71.2,-0.06,manual,0.95,1,0,6.8,204.3,0.9,217.2,0.49,34.7,-7.3,-5.8,84,82
2026-07-23T00:14:20.000Z,35.061563,129.144710,10.5,72.2,70.6,-0.06,manual,0.95,1,0,6.8,204.4,0.9,217.2,0.49,34.7,-7.6,-6.1,84,82
2026-07-23T00:14:30.000Z,35.061712,129.145275,10.5,71.6,70.0,-0.07,manual,0.94,1,0,6.8,204.4,0.9,217.2,0.49,34.8,-7.8,-6.3,84,81
2026-07-23T00:14:40.000Z,35.061865,129.145838,10.5,71.0,69.3,-0.07,manual,0.93,1,0,6.8,204.4,0.9,217.2,0.49,34.8,-8.0,-6.6,84,81
2026-07-23T00:14:50.000Z,35.062023,129.146398,10.5,70.4,68.7,-0.07,manual,0.92,1,0,6.8,204.5,0.9,217.1,0.49,34.9,-8.3,-6.9,84,81
2026-07-23T00:15:00.000Z,35.062185,129.146957,10.5,69.7,68.0,-0.07,manual,0.90,1,0,6.8,204.5,0.9,217.1,0.49,35.0,-8.5,-7.1,84,81
2026-07-23T00:15:10.000Z,35.062353,129.147513,10.5,69.1,67.3,-0.07,manual,0.87,1,0,6.8,204.6,0.9,217.1,0.49,35.0,-8.7,-7.4,84,81
2026-07-23T00:15:20.000Z,35.062527,129.148067,10.5,68.4,66.6,-0.07,manual,0.84,1,0,6.8,204.6,0.9,217.1,0.49,35.1,-8.9,-7.6,84,81
2026-07-23T00:15:30.000Z,35.062705,129.148618,10.5,67.7,65.8,-0.07,manual,0.81,1,0,6.9,204.7,0.9,217.1,0.49,35.1,-9.1,-7.9,84,81
2026-07-23T00:15:40.000Z,35.062889,129.149167,10.5,67.0,65.1,-0.08,manual,0.77,1,0,6.9,204.7,0.9,217.1,0.49,35.2,-9.3,-8.1,84,82
2026-07-23T00:15:50.000Z,35.063078,129.149713,10.5,66.3,64.3,-0.08,manual,0.73,1,0,6.9,204.8,0.9,217.0,0.49,35.2,-9.5,-8.3,84,82
2026-07-23T00:16:00.000Z,35.063274,129.150256,10.5,65.6,63.5,-0.08,manual,0.69,1,0,6.9,204.8,0.9,217.0,0.49,35.3,-9.7,-8.5,84,82
2026-07-23T00:16:10.000Z,35.063474,129.150796,10.5,64.8,62.8,-0.08,manual,0.64,1,0,6.9,204.9,0.9,217.0,0.49,35.3,-9.9,-8.8,84,82
2026-07-23T00:16:20.000Z,35.063681,129.151333,10.5,64.1,62.0,-0.08,manual,0.60,1,0,6.9,204.9,1.0,217.0,0.49,35.4,-10.1,-9.0,84,82
2026-07-23T00:16:30.000Z,35.063894,129.151867,10.5,63.3,61.2,-0.08,auto,0.14,0,0,6.9,205.0,1.0,216.9,0.49,35.4,-10.2,-9.2,84,82
2026-07-23T00:16:40.000Z,35.064112,129.152397,10.5,62.5,60.3,-0.08,auto,0.14,0,0,6.9,205.0,1.0,216.9,0.49,35.5,-10.4,-9.4,84,82
2026-07-23T00:16:50.000Z,35.064337,129.152924,10.5,61.7,59.5,-0.08,auto,0.14,0,0,6.9,205.0,1.0,216.9,0.49,35.5,-10.5,-9.6,84,82
2026-07-23T00:17:00.000Z,35.064567,129.153448,10.5,60.9,58.7,-0.09,auto,0.14,0,0,6.9,205.1,1.0,216.9,0.49,35.6,-10.7,-9.8,84,82
2026-07-23T00:17:10.000Z,35.064804,129.153967,10.5,60.1,57.8,-0.09,auto,0.14,0,0,6.9,205.1,1.0,216.9,0.49,35.6,-10.8,-9.9,84,82
2026-07-23T00:17:20.000Z,35.065047,129.154483,10.5,59.2,57.0,-0.09,auto,0.14,0,0,6.9,205.2,1.0,216.8,0.49,35.7,-11.0,-10.1,84,82
2026-07-23T00:17:30.000Z,35.065296,129.154995,10.6,58.4,56.1,-0.09,auto,0.14,0,0,7.0,205.2,1.0,216.8,0.49,35.7,-11.1,-10.3,84,82
2026-07-23T00:17:40.000Z,35.065552,129.155502,10.6,57.5,55.2,-0.09,auto,0.14,0,0,7.0,205.3,1.0,216.8,0.49,35.8,-11.2,-10.4,84,82
2026-07-23T00:17:50.000Z,35.065814,129.156005,10.6,56.7,54.3,-0.09,auto,0.14,0,0,7.0,205.3,1.0,216.8,0.49,35.8,-11.3,-10.6,85,82
2026-07-23T00:18:00.000Z,35.066082,129.156503,10.6,55.8,53.4,-0.09,auto,0.14,0,0,7.0,205.4,1.0,216.8,0.49,35.9,-11.4,-10.7,85,82
2026-07-23T00:18:10.000Z,35.066356,129.156997,10.6,54.9,52.5,-0.09,auto,0.14,0,0,7.0,205.4,1.0,216.7,0.49,35.9,-11.5,-10.9,85,82
2026-07-23T00:18:20.000Z,35.066637,129.157486,10.6,54.1,51.6,-0.09,auto,0.14,0,0,7.0,205.4,1.0,216.7,0.49,36.0,-11.6,-11.0,85,82
2026-07-23T00:18:30.000Z,35.066925,129.157970,10.6,53.2,50.7,-0.09,auto,0.14,0,0,7.0,205.5,1.0,216.7,0.49,36.0,-11.7,-11.1,85,82
2026-07-23T00:18:40.000Z,35.067218,129.158449,10.6,52.3,49.8,-0.09,auto,0.14,0,0,7.0,205.5,1.0,216.7,0.49,36.1,-11.7,-11.2,85,82
2026-07-23T00:18:50.000Z,35.067518,129.158923,10.6,51.4,48.9,-0.09,auto,0.14,0,0,7.0,205.6,1.0,216.6,0.49,36.2,-11.8,-11.3,85,82
2026-07-23T00:19:00.000Z,35.067825,129.159392,10.6,50.5,48.0,-0.09,auto,0.14,0,0,7.0,205.6,1.0,216.6,0.49,36.2,-11.9,-11.4,85,82
2026-07-23T00:19:10.000Z,35.068137,129.159855,10.6,49.6,47.1,-0.09,auto,0.14,0,0,7.0,205.7,1.0,216.6,0.49,36.3,-11.9,-11.5,85,83
2026-07-23T00:19:20.000Z,35.068456,129.160312,10.7,48.7,46.2,-0.09,auto,0.14,0,0,7.0,205.7,1.0,216.6,0.49,36.3,-11.9,-11.6,85,83
2026-07-23T00:19:30.000Z,35.068781,129.160764,10.7,47.7,45.3,-0.09,auto,0.14,0,0,7.0,205.8,1.0,216.5,0.49,36.4,-12.0,-11.7,85,83
2026-07-23T00:19:40.000Z,35.069113,129.161209,10.7,46.8,44.3,-0.09,auto,0.14,0,0,7.0,205.8,1.0,216.5,0.49,36.4,-12.0,-11.8,85,83
2026-07-23T00:19:50.000Z,35.069450,129.161649,10.7,45.9,43.4,-0.09,auto,0.14,0,0,7.1,205.8,1.0,216.5,0.49,36.5,-12.0,-11.8,86,83
2026-07-23T00:20:00.000Z,35.069794,129.162082,10.7,45.0,42.5,-0.09,auto,0.14,0,0,7.1,205.9,1.0,216.5,0.49,36.5,-12.0,-11.9,86,83
2026-07-23T00:20:10.000Z,35.070143,129.162510,10.7,44.1,41.6,-0.09,auto,0.14,0,0,7.1,205.9,1.0,216.4,0.49,36.6,-12.0,-11.9,86,83
2026-07-23T00:20:20.000Z,35.070499,129.162931,10.7,43.2,40.7,-0.09,auto,0.14,0,0,7.1,206.0,1.0,216.4,0.49,36.6,-12.0,-11.9,86,83
2026-07-23T00:20:30.000Z,35.070861,129.163345,10.7,42.3,39.8,-0.09,auto,0.14,0,0,7.1,206.0,1.0,216.4,0.49,36.7,-12.0,-12.0,86,83
2026-07-23T00:20:40.000Z,35.071228,129.163753,10.8,41.3,38.9,-0.09,auto,0.14,0,0,7.1,206.0,1.0,216.4,0.49,36.7,-11.9,-12.0,86,83
2026-07-23T00:20:50.000Z,35.071601,129.164154,10.8,40.4,38.0,-0.09,auto,0.14,0,0,7.1,206.1,1.0,216.3,0.49,36.8,-11.9,-12.0,86,84
2026-07-23T00:21:00.000Z,35.071980,129.164548,10.8,39.5,37.1,-0.09,auto,0.14,0,0,7.1,206.1,1.0,216.3,0.49,36.8,-11.9,-12.0,86,84
2026-07-23T00:21:10.000Z,35.072365,129.164936,10.8,38.6,36.2,-0.09,auto,0.14,0,0,7.1,206.2,1.0,216.3,0.49,36.9,-11.8,-12.0,86,84
2026-07-23T00:21:20.000Z,35.072755,129.165317,10.8,37.7,35.3,-0.09,auto,0.14,0,0,7.1,206.2,1.0,216.3,0.48,36.9,-11.7,-12.0,87,84
2026-07-23T00:21:30.000Z,35.073150,129.165690,10.8,36.8,34.4,-0.09,auto,0.15,0,0,7.1,206.3,1.0,216.2,0.48,37.0,-11.7,-12.0,87,84
2026-07-23T00:21:40.000Z,35.073551,129.166057,10.9,35.9,33.5,-0.09,auto,0.15,0,0,7.1,206.3,1.0,216.2,0.48,37.0,-11.6,-11.9,87,84
2026-07-23T00:21:50.000Z,35.073957,129.166417,10.9,35.1,32.7,-0.09,auto,0.15,0,0,7.1,206.3,1.0,216.2,0.48,37.1,-11.5,-11.9,87,84
2026-07-23T00:22:00.000Z,35.074368,129.166769,10.9,34.2,31.8,-0.08,auto,0.15,0,0,7.1,206.4,1.0,216.2,0.48,37.1,-11.4,-11.8,87,84
2026-07-23T00:22:10.000Z,35.074784,129.167115,10.9,33.3,31.0,-0.08,auto,0.15,0,0,7.1,206.4,1.0,216.1,0.48,37.2,-11.3,-11.8,87,85
2026-07-23T00:22:20.000Z,35.075205,129.167453,10.9,32.5,30.1,-0.08,auto,0.15,0,0,7.2,206.5,1.0,216.1,0.48,37.2,-11.2,-11.7,87,85
2026-07-23T00:22:30.000Z,35.075631,129.167784,10.9,31.6,29.3,-0.08,auto,0.15,0,0,7.2,206.5,1.0,216.1,0.48,37.3,-11.1,-11.6,88,85
2026-07-23T00:22:40.000Z,35.076062,129.168108,11.0,30.8,28.5,-0.08,auto,0.15,0,0,7.2,206.5,1.0,216.1,0.48,37.3,-11.0,-11.6,88,85
2026-07-23T00:22:50.000Z,35.076497,129.168424,11.0,29.9,27.7,-0.08,auto,0.15,0,0,7.2,206.6,1.0,216.0,0.48,37.4,-10.8,-11.5,88,85
2026-07-23T00:23:00.000Z,35.076936,129.168733,11.0,29.1,26.9,-0.08,auto,0.15,0,0,7.2,206.6,1.0,216.0,0.48,37.4,-10.7,-11.4,88,85
2026-07-23T00:23:10.000Z,35.077380,129.169035,11.0,28.3,26.1,-0.08,auto,0.15,0,0,7.2,206.7,1.0,216.0,0.48,37.5,-10.5,-11.3,88,85
2026-07-23T00:23:20.000Z,35.077829,129.169330,11.0,27.5,25.3,-0.08,auto,0.15,0,0,7.2,206.7,1.0,215.9,0.48,37.5,-10.4,-11.2,88,86
2026-07-23T00:23:30.000Z,35.078281,129.169618,11.1,26.7,24.6,-0.07,auto,0.15,0,0,7.2,206.7,1.0,215.9,0.48,37.5,-10.2,-11.1,88,86
2026-07-23T00:23:40.000Z,35.078737,129.169899,11.1,25.9,23.8,-0.07,auto,0.15,0,0,7.2,206.8,1.0,215.9,0.48,37.6,-10.1,-10.9,89,86
2026-07-23T00:23:50.000Z,35.079198,129.170172,11.1,25.2,23.1,-0.07,auto,0.15,0,0,7.2,206.8,1.0,215.9,0.48,37.6,-9.9,-10.8,89,86
2026-07-23T00:24:00.000Z,35.079662,129.170439,11.1,24.4,22.4,-0.07,auto,0.15,0,0,7.2,206.8,1.0,215.8,0.48,37.7,-9.7,-10.7,89,86
2026-07-23T00:24:10.000Z,35.080130,129.170699,11.1,23.7,21.7,-0.07,auto,0.15,0,0,7.2,206.9,1.0,215.8,0.48,37.7,-9.5,-10.5,89,86
2026-07-23T00:24:20.000Z,35.080601,129.170951,11.2,23.0,21.0,-0.07,auto,0.15,0,0,7.2,206.9,1.0,215.8,0.48,37.8,-9.3,-10.3,89,87
2026-07-23T00:24:30.000Z,35.081076,129.171197,11.2,22.3,20.4,-0.06,auto,0.15,0,0,7.2,207.0,1.0,215.7,0.48,37.8,-9.1,-10.2,89,87
2026-07-23T00:24:40.000Z,35.081554,129.171437,11.2,21.6,19.7,-0.06,auto,0.15,0,0,7.2,207.0,1.0,215.7,0.48,37.9,-8.9,-10.0,90,87
